date,report_org_code,org_code,activity,activity_short,state,township,beneficiaries,unique_beneficiaries
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,231,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,138,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,126,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,131,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,114,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,231,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,136,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,208,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,218,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,103,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,114,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,123,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,112,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,254,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,135,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,134,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,271,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,98,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,142,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,116,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,262,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,128,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,117,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,138,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,142,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,149,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,135,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,136,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,227,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,122,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,127,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,117,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,124,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,142,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,132,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,116,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,128,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,114,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,174,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,134,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,142,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,241,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,122,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,124,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,132,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,137,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,149,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,122,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,121,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,273,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,268,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,259,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,231,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,138,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,126,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,131,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,114,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,231,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,136,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,208,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,218,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,103,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,114,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,123,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,112,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,254,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,135,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,134,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,271,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,98,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,142,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,116,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,262,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,128,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,117,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,138,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,142,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,149,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,135,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,136,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,227,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,122,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,127,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,117,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,124,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,142,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,132,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,116,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,128,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,114,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,174,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,134,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,142,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,241,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,122,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,124,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,132,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,137,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,116,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,107,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,111,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,116,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,117,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,100,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,110,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,206,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,112,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,110,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,126,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,110,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,108,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,115,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,132,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,132,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,103,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,111,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,107,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,112,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,112,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,110,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,242,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,121,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,126,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,117,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,111,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,107,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,103,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,124,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,121,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,121,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,117,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,242,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,117,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,249,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,116,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,99,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,131,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,116,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,93,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,112,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,107,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,98,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,103,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,126,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,112,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,131,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,136,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,98,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,232,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,121,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,137,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,111,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,108,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,116,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,107,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,111,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,116,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,117,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,100,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,110,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,206,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,112,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,110,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,126,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,110,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,108,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,115,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,132,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,132,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,103,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,111,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,107,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,112,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,112,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,110,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,242,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,121,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,126,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,117,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,111,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,107,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,103,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,124,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,121,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,121,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,117,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,242,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,117,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,249,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,116,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,99,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,131,No (beneficiary is also receiving other assistant)
01/12/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,116,No (beneficiary is also receiving other assistant)
